satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.4918775124637925,0.3640019297316126,3,170.65048982034125,10,0,1,0,support,medium
0.4759572761395326,0.48240971046089776,7,195.23630729848244,10,0,0,0,sales,high
0.1558294019750991,0.5403460353242115,4,207.47216558094996,8,0,0,0,product_mng,low
0.2842419631348092,0.6845062422901179,2,182.04031301865464,7,1,0,0,product_mng,low
0.18904063217745548,0.27378906372146933,5,153.33764045701574,9,0,0,0,management,low
0.4828902685996948,0.7197640709577852,7,235.79882077226887,4,0,0,0,accounting,low
0.1851270105523131,0.5506851740850949,7,195.26128098750075,6,0,1,0,support,low
0.5043559308512275,0.7943276880813893,4,233.38267770275846,9,0,0,0,technical,low
0.4480412037595065,0.4501872153500374,6,195.85863430869014,4,0,0,0,management,low
0.31644053194818617,0.4379856487158088,2,229.27930473933637,8,0,1,0,accounting,medium
0.39383753797885296,0.8690172157217307,6,213.63690253186826,5,0,1,0,support,low
0.06572906229658021,0.3103212870756548,4,232.62710947361978,2,0,1,0,sales,medium
0.19659312210387458,0.9243218822282624,6,220.92547257402373,5,0,0,0,hr,medium
0.37280985957563556,0.8562226294706377,3,195.40808005338172,4,0,0,0,support,low
0.4729494909547921,0.5699812939278015,5,199.8284303984064,6,0,0,0,hr,medium
0.5218890757554808,0.9214281242201499,4,251.5439869880808,8,0,0,0,RandD,medium
0.052798617974127306,0.7493457544527272,2,191.6051481116685,5,0,0,0,support,low
0.2185058301050573,0.7065688547031538,6,213.2823545821543,10,0,1,0,management,low
0.10288926469722946,0.1915238028157971,6,215.59778127955616,2,0,0,0,management,medium
0.06320640816848541,0.8661566502740712,7,220.60709293269875,3,0,1,0,IT,low
0.28934549322083497,0.2739344703757634,3,194.2210504391007,10,0,0,0,management,low
0.12757311985226355,0.14261470000673995,2,231.07922601330364,10,0,0,0,sales,low
0.2988034416560587,0.4106029080653833,3,201.58317595739084,9,0,1,1,sales,medium
0.20051350478856256,0.6528077111508446,7,148.57666144328408,3,0,0,0,management,medium
0.34670096848939735,0.6623510149975153,6,202.32152806069777,9,0,0,0,hr,medium
0.41029281813826723,0.30678853954886653,5,210.62765908621125,6,0,0,0,product_mng,medium
0.23274364929414024,0.9549531228861291,3,190.6196199557859,9,0,0,0,support,low
0.13495519986668164,0.42639049661292316,2,200.56702149989366,4,0,0,0,RandD,medium
0.3796567570861173,0.7208722905972967,3,203.8512291173825,4,0,0,0,product_mng,low
0.0694715734848168,0.5061750853884646,4,233.04746943256254,7,0,0,0,management,low
0.11884443913331957,0.315841875734248,6,212.6432205459072,5,0,0,0,product_mng,medium
0.1932168564301357,0.49658826072089596,6,248.16207903141557,5,0,0,0,accounting,low
0.06541940269652462,0.41280828757874527,3,172.4689773690584,10,0,0,0,product_mng,medium
0.05425051529959616,0.4940635360139871,5,179.8892474216676,3,0,1,0,product_mng,medium
0.3457829222069543,0.4958419593361501,7,219.4559558805492,3,0,1,0,RandD,medium
0.42927140657062834,0.22367202195306152,2,219.67556483335824,3,0,0,0,RandD,medium
0.2976806189187825,0.3908500101028059,4,228.5909223643675,7,0,0,0,marketing,medium
0.0710766165170422,0.5961668570201848,6,190.38428400148024,3,0,0,1,IT,low
0.14722322176281563,0.5419832604700802,4,175.55846109525226,1,0,0,0,RandD,low
0.3747389156488868,0.5005886016781017,3,190.66460689981554,10,0,0,0,IT,low
0.325443082704595,0.2174557174225506,2,130.55553813905803,5,0,0,0,technical,low
0.4754534074776117,0.391614586904435,7,227.13323391115802,4,1,0,0,technical,low
0.49333805270783354,0.24742097486697404,2,182.656027656048,7,0,0,0,RandD,high
0.6248082510009083,0.4811255130549943,6,174.47598736360365,9,0,0,0,sales,low
0.1724036370330912,0.5859859361101812,3,203.97772179498102,7,0,0,0,accounting,low
0.27728440921942177,0.4073474589961005,3,239.81503120072722,4,0,0,0,accounting,low
0.1414953686051541,0.21857899936398067,6,218.17958572771317,10,0,1,0,sales,low
0.16968986046433737,0.6521147132136711,7,191.50958118378918,8,0,1,1,RandD,medium
0.2621070303175321,0.6855759094773559,2,218.40534794725258,10,0,0,0,technical,medium
0.19586612626240402,0.8206527219782632,6,213.52809116229238,3,0,0,1,support,medium
0.1406453272097568,0.35386816065671306,7,248.47706548503584,10,0,0,1,product_mng,medium
0.3409546735510839,0.09593489957073252,5,232.53952954986266,5,0,1,0,support,low
0.13212983264185654,0.35452517944637174,2,190.54071163902094,4,0,1,0,IT,medium
0.38201374065968075,0.42114006251855374,6,201.27178347760923,7,1,0,0,support,low
0.3786986498155823,0.3470704904325928,7,206.35591545922603,3,1,1,0,sales,low
0.2882362597455413,0.7200080127695553,2,142.98847995348743,6,0,0,0,accounting,low
0.224610254639932,0.40402864652228115,3,108.74866137091018,9,0,0,0,RandD,medium
0.09103801341090052,0.7267599558709685,2,204.09076584949185,6,0,0,0,support,low
0.25300481226886157,0.3358333121885461,6,223.3700605505533,3,0,0,0,sales,low
0.3391744708491557,0.34547470674323755,6,283.4909248017066,7,1,0,0,hr,medium
0.13672221187203332,0.1658342388897925,3,195.888767489896,5,0,0,0,product_mng,low
0.36318383012714994,0.10232881977886628,2,192.3892939918577,5,0,0,0,management,medium
0.5043054063292963,0.3665989990414718,6,236.12055488028733,10,0,1,0,sales,low
0.42746666179498144,0.13765905942025228,6,168.5060501985342,7,0,1,0,marketing,low
0.7205486972078593,0.5399062735458392,2,256.4853353467094,5,0,1,0,RandD,low
0.23345125306122064,0.6882633770424638,4,172.76687100882117,3,0,0,0,RandD,medium
0.30532252626095946,0.5401840885880296,4,212.94192944088135,7,0,0,0,IT,low
0.23664178275943523,0.8129268890482958,2,203.16943155852005,6,0,0,0,product_mng,low
0.10812611089468571,0.45557452628227213,4,160.35081199037657,3,0,0,0,RandD,low
0.19715348580027775,0.22445735697407443,2,187.80825598604446,8,0,0,0,RandD,high
0.038433720861190936,0.7229678776043459,5,170.32806867241274,9,0,0,0,product_mng,high
0.4462935290462853,0.48665732196451755,3,185.6135629645037,3,0,0,0,IT,medium
0.18609521196559745,0.8680623624394571,2,233.25114659991507,10,0,1,0,sales,low
0.3053419584036168,0.5472899290758262,2,144.36348455373337,9,0,0,0,technical,high
0.13393643374191588,0.8345233288369939,6,139.1512101028234,10,0,1,0,IT,medium
0.299019517101333,0.48661700087284165,4,197.14392177357013,1,0,0,0,RandD,medium
0.2693787471621945,0.66856137560368,5,161.53764600704903,2,0,0,0,accounting,low
0.33942795925178554,0.24883106487272647,5,222.49099839641906,5,0,1,0,RandD,low
0.12335745900158004,0.3813800243149758,5,199.16438823697277,7,1,0,0,IT,low
0.08419654877513352,0.46147192790372765,7,227.18848145490344,7,0,0,0,support,high
0.4025826053128114,0.2946664678906864,2,146.0262140928264,6,0,0,0,hr,low
0.1084642139242248,0.3506142952717407,7,205.75262325235505,4,0,1,0,product_mng,low
0.3074674653877189,0.12747199422451505,5,279.4831944103261,7,0,0,0,support,low
0.44613405897756003,0.6731040381712797,2,220.35716639224248,4,0,0,0,IT,medium
0.48829157478761404,0.29669124713076234,6,218.85284998713058,9,0,0,0,sales,low
0.30109097258836454,0.6429398259666709,2,229.93135697311715,1,0,0,0,hr,high
0.16225108655578888,0.5434805603571776,7,184.36614154950678,1,0,0,0,hr,medium
0.4779369805947666,0.31590787347811966,2,186.02803638765704,5,0,0,0,RandD,medium
0.20603285771512703,0.6961070434266265,4,163.0975731247282,10,0,0,0,hr,low
0.012455311619018587,0.3662487549240956,7,205.8453754908929,10,0,0,0,accounting,medium
0.33463828637176657,0.4931901079487942,7,278.1286155482288,2,0,1,0,sales,medium
0.3437499983525159,0.3978360471999653,3,219.4076367468347,6,0,0,0,RandD,medium
0.5182782461136006,0.4776709716630598,6,153.1671786794264,3,0,0,0,management,low
0.12022040610640303,0.21843374441092595,4,180.4939132859694,9,0,1,0,technical,low
0.2624010886242824,0.6317745722319565,4,221.20214969385515,10,0,1,0,product_mng,low
0.5870201836253826,0.34926610446620787,3,208.43231980486294,9,0,0,0,technical,low
0.08296736783468739,0.6802679518606267,6,194.37606228218,5,0,1,0,RandD,low
0.20054972072627797,0.965526286361543,5,177.49529362651393,8,0,0,0,support,low
0.3605957894647061,0.6989234612677117,2,165.67081022866464,10,0,0,0,IT,low
0.45722296514904187,0.48778795429784855,3,157.6484728875051,7,0,0,0,IT,medium
0.27997703850270234,0.5491706279633118,2,244.9341631781053,4,0,0,0,sales,low
0.2997030749464775,0.35917473099807457,6,207.74102497195344,1,1,0,0,sales,high
0.2796401537736498,0.5655170568832906,5,231.27813334249979,1,0,0,0,accounting,medium
0.5782028267058602,0.23464142743169844,4,205.34488614159423,8,0,0,0,technical,low
0.29715363007779905,0.7754344751452037,3,206.2920790117817,10,0,0,1,sales,medium
0.4644714614178635,0.5781954497637244,4,195.2348059656672,9,1,0,0,accounting,low
0.27653901219696075,0.4609222814942757,2,188.35184152767246,6,1,0,0,management,high
0.3274833519324436,0.21261760922083553,2,162.49930227373665,5,0,1,0,RandD,low
0.09355167564157496,0.6149815828169867,4,178.66597253906696,7,0,0,0,support,medium
0.29069784464965615,0.5554928440139453,6,150.35509033583926,8,0,0,0,support,low
0.4886628037717837,0.23773038991575043,7,165.0670296216277,7,0,1,0,hr,low
0.16312548827228657,0.2958592217016499,7,200.96331479460216,3,0,1,0,marketing,low
0.58011926059905,0.3305463026227113,7,186.517722700854,7,0,0,0,support,high
0.33749507750198804,0.9203337340612553,2,197.63466285203157,4,0,0,0,management,medium
0.19704793512936178,0.20133250930722277,3,236.22977694253336,9,0,1,0,RandD,low
0.3527800522906352,0.38254748952473966,6,221.2300377554112,2,0,0,0,IT,low
0.30669946624009914,0.4642069717308865,7,207.07618450435572,6,0,1,0,RandD,low
0.07608312702725172,0.13892252013363018,3,161.0163276122498,1,0,0,1,technical,medium
0.09063274674617017,0.3957277408212532,7,166.14352845288127,8,0,0,0,management,low
0.164634709777495,0.28339733898484165,5,180.01155250825153,6,0,0,1,IT,low
0.06766716696449279,0.5023399366859101,4,177.22453275176161,9,1,1,0,technical,medium
0.2446265456909894,0.71706122651412,5,138.4244584238508,9,0,0,0,product_mng,high
0.2271476901452255,0.5565915350449068,4,245.72848019212796,5,0,0,0,marketing,low
0.16923847357004873,0.6224190322274444,5,206.9996701267511,4,0,1,0,hr,medium
0.27262549987052437,0.6963850679753512,5,218.04161062325463,2,0,1,0,product_mng,low
0.46696305397021465,0.420952407210065,2,188.86496126809251,6,0,0,0,marketing,medium
0.37384370501847625,0.8780622924756104,5,208.67603782235253,2,0,0,0,support,low
0.33728220537687015,0.6308434279286167,5,196.79701605829226,7,0,0,0,hr,medium
0.6226086009783491,0.33140849482708,4,230.4785136236244,9,0,0,0,management,medium
0.468172960931773,0.5002464782394297,6,221.75559128009644,4,0,0,0,sales,medium
0.4304535688281032,0.3195919933587646,2,192.12148768561093,5,0,0,0,RandD,low
0.25743807229567045,0.7655219103288444,6,157.42676496317156,6,0,1,0,RandD,high
0.6722334738574715,0.4626887602311184,7,163.7427045559629,1,1,0,0,RandD,low
0.24411699715745536,0.6841375120650512,6,184.48544158166484,10,0,0,0,RandD,low
0.2721835805372247,0.4029913282378244,3,202.82439323163752,8,0,0,0,accounting,medium
0.029549358756424445,0.3448880832503647,2,164.21768224533466,6,0,1,0,management,low
0.33673674086855027,0.393976295441086,7,191.0604853701985,8,0,0,0,IT,medium
0.13725097738744998,0.8122747355986184,3,229.5801779756471,6,0,0,0,product_mng,medium
0.5651331033287738,0.5028996255996241,2,225.82756142064773,1,0,0,0,accounting,low
0.25892744516991695,0.6492388027031255,3,189.03803291448375,4,0,0,0,IT,high
0.10101719724175842,0.7371086243325633,2,199.5160719031819,8,0,1,0,RandD,low
0.21373812144988974,0.5300786352863126,7,235.76581476336986,5,0,0,0,support,medium
0.5909308987147817,0.7824046368799795,7,241.82162741864713,4,0,0,0,marketing,low
0.3887186135814445,0.5796649368216282,4,209.29692278773143,6,1,0,0,hr,high
0.7826250389675212,0.15528542781161186,7,225.70854918237106,1,0,0,0,RandD,low
0.7753049085055894,0.7269495670372247,6,226.84435377585777,4,0,0,0,RandD,low
0.201353447045367,0.9200006991600569,6,193.11682582690452,8,0,0,0,marketing,low
0.37189418771537475,0.4451504876059086,5,182.44360874970434,10,0,0,0,management,high
0.08496549585195826,0.44053848150095143,6,226.13148817917377,1,0,0,0,marketing,high
0.021347007195643645,0.2517104039070017,3,240.67511190670214,4,0,0,0,support,medium
0.32036529058396157,0.38548626403225295,3,181.7957957287797,6,0,0,0,hr,high
0.19612207718087818,0.23938907617368024,2,179.0729890182263,6,1,0,0,IT,high
0.1063972488545944,0.5505533540289689,6,184.39428317221058,9,0,0,0,product_mng,medium
0.1570588849762825,0.32255671853665596,7,146.0910033716754,1,0,0,0,marketing,low
0.1629289721641564,0.15045700582074611,6,149.10596188098827,1,1,0,0,marketing,medium
0.2858759029728508,0.5947162917718845,6,155.40436343774923,9,0,0,0,management,medium
0.3181813509867019,0.6319423956350892,3,193.34561327754855,4,0,0,0,accounting,low
0.2737531127317193,0.40310343788958664,7,183.20951631142069,7,1,0,0,accounting,low
0.42169166467247576,0.39087905771428716,2,180.28358086161487,9,0,0,1,RandD,medium
0.47478988735680916,0.04096749668203944,4,192.4051338019289,3,0,0,0,support,low
0.2297208492309483,0.4032542207871674,3,240.46625119224595,10,1,0,1,support,high
0.14207448884401677,0.3492707871352417,5,206.67648536119898,6,0,1,0,accounting,low
0.1346814437294502,0.8088026077936528,5,196.86689440952688,1,0,0,0,product_mng,low
0.10374943782810744,0.7664776022738388,6,216.0334614557997,1,0,0,0,hr,medium
0.07577157430826721,0.4187351080288545,7,176.54252428721688,4,0,1,0,management,low
0.11008640870675132,0.6759113282292332,6,198.44433079024824,3,1,0,0,management,low
0.08888554478317064,0.6857141000625626,3,174.280100260297,8,0,1,0,management,medium
0.44907190673112524,0.64908713865678,5,143.5140709583763,5,0,0,0,management,high
0.24918984393620897,0.25997119055966383,5,191.13982558440006,1,0,1,0,IT,low
0.26404830072682994,0.8717173623669846,2,197.12874988288465,2,0,1,0,RandD,low
0.12858161352442926,0.9115248441842626,5,185.12846844325915,6,0,0,0,IT,medium
0.09648506153157645,0.46721550046507926,2,233.33462129083304,6,1,0,0,IT,high
0.05045710678157583,0.5160892991523821,2,201.27334285368863,1,0,0,0,management,medium
0.19138780017905707,0.2407467892646776,7,217.0894748389403,7,0,0,0,technical,low
0.30759659568278985,0.3237067119950105,3,160.04336444229796,8,0,1,0,hr,low
0.4299556363907732,0.8547356518225161,2,234.24309307031064,1,0,0,0,hr,low
0.11196770571627825,0.7679083304335376,7,213.00444123061453,6,0,0,0,support,low
0.1967409580137858,0.5929114996396171,2,248.3047674661241,5,1,0,1,sales,medium
0.2118745567837811,0.7384597130011,7,233.8786069661118,3,1,1,0,management,low
0.3803155893120024,0.3219753984802586,6,142.8640194434656,6,0,0,0,support,medium
0.40085990797968607,0.7576698753438803,3,164.86780239996406,9,0,0,0,RandD,medium
0.6469545476040574,0.732796558131621,2,167.41742094971136,5,0,1,0,management,medium
0.21160921954782327,0.4888307258577372,6,204.43479141545387,10,0,1,0,technical,low
0.0929675403562397,0.8287725122938494,3,229.16902914780925,10,0,0,0,product_mng,medium
0.25858572515982275,0.6229312407086701,7,192.3022103463566,2,0,0,0,IT,medium
0.3211148625805697,0.7046290438604681,3,208.9256343798206,10,0,1,0,sales,medium
0.6428675106828429,0.5742026120527416,2,172.0221326011424,9,0,0,0,accounting,low
0.18741339166901072,0.42273736365168635,6,179.51093937220085,4,0,0,0,marketing,low
0.6561389793192848,0.3033086881165207,5,212.50345273783373,10,0,0,0,support,high
0.1892087345959875,0.6371254569876118,2,227.6464586189644,3,0,1,0,technical,low
0.3183827958876346,0.21131698479292507,5,215.70051890477538,10,1,0,0,sales,low
0.40144311825346307,0.7759879621251726,2,179.47364226027088,7,0,0,0,product_mng,low
0.20580693970499,0.7218889236565644,5,177.29262637809816,8,0,0,0,RandD,medium
0.03958285217252509,0.9166282645067774,3,180.00806444885035,8,0,0,0,support,high
0.09844828557047658,0.3174987074402741,7,204.84267674899945,6,0,0,1,support,low
0.04541466230535395,0.6279258797724411,5,248.94402470569727,2,0,0,0,technical,high
0.0867925361348136,0.3235535571072987,3,194.40217905914014,7,0,0,0,IT,low
0.07116799822721753,0.5181420376798932,3,202.3118104536858,7,0,0,0,RandD,medium
0.3328563795518638,0.39504560523738486,4,230.40019318281182,6,0,0,0,RandD,medium
0.4605835401845335,0.5904853069739914,7,216.79741638028085,10,1,1,0,RandD,low
0.08150271465572183,0.5288398292667784,3,220.15218698117687,8,0,1,0,accounting,low
0.3934088747067933,0.442753911750418,4,200.3146448193509,9,0,0,0,IT,low
0.12181414899314409,0.24813563297665678,5,212.0762953581038,4,0,0,0,hr,high
0.10375105148883014,0.17283509395116875,4,205.50532929165496,2,0,0,0,RandD,medium
0.3762643081770424,0.9415932623564088,3,155.17342517100104,1,0,0,0,management,high
0.5639660287003145,0.702999025203063,4,170.0380775255496,2,0,0,0,sales,medium
0.12114001473753207,0.6261958624781395,6,187.41002228960852,9,0,0,0,management,low
0.2559928749925041,0.239071420252231,4,179.03778482828173,5,0,0,0,management,medium
0.07086093625208463,0.6110823529938074,3,179.03596161881737,7,0,1,0,hr,low
0.3776420049376419,0.5957516376149721,4,260.646707261447,6,0,0,0,RandD,low
0.11663624230136924,0.8654076581159169,3,209.51405097576915,9,0,0,0,product_mng,medium
0.2989096072620465,0.47456280720297056,3,236.05831378901166,3,0,0,0,management,medium
0.3276893049298679,0.6960405241400668,7,132.2895585993343,2,0,0,0,hr,low
0.07778457974051652,0.2294967030120907,4,252.107315821806,7,0,0,0,marketing,medium
0.3085855278131534,0.6586003556564951,6,167.23589469705533,7,1,0,0,sales,medium
0.49945579771304344,0.4864285997623606,4,247.80860002881423,3,0,0,0,sales,high
0.11873024884873709,0.9376235563721501,7,182.40034019344534,2,0,1,0,hr,medium
0.20295386062959464,0.784626158315127,3,166.0175165689117,5,0,0,0,technical,low
0.05233894735390443,0.7610485825605502,7,217.69508833832884,7,0,0,0,hr,low
0.19490339520988625,0.7488514524237145,7,159.20984639350306,7,0,1,0,support,low
0.3177432356128997,0.485328621846328,4,193.14238349210183,10,0,0,0,technical,medium
0.20111242046717262,0.32325545283960716,2,154.55005669844667,4,0,0,0,support,high
0.31240506092533493,0.6651805745282773,2,272.69926202294164,10,0,1,0,accounting,low
0.3083946327881205,0.6186410960941816,2,172.14877220490533,6,1,0,0,technical,low
0.19750765924212652,0.38430600723826536,3,219.69722376025913,4,0,0,0,IT,low
0.33763402281959204,0.21180393213812085,3,208.5218966978941,3,0,0,0,technical,medium
0.25363967297668205,0.7029308660689098,2,217.7514635203005,7,0,0,0,accounting,medium
0.3234521494296976,0.13470059629279166,4,186.92949741573744,1,0,0,0,sales,low
0.16193016935893415,0.9619145293415786,5,210.83668569031698,9,0,1,0,IT,low
0.3833687279090299,0.6382645378787071,3,261.9422629642796,6,0,1,0,technical,medium
0.47053499066700566,0.1620787422333978,5,197.95688190784162,5,0,0,0,RandD,low
0.16782270871296603,0.5203322858009197,7,182.4115777433837,8,0,0,0,sales,medium
0.045909354569965005,0.6935470446168946,4,173.4074033576299,7,0,0,0,RandD,low
0.1594644117660198,0.4233850481595801,7,206.69264016818556,4,1,0,0,hr,low
0.20529068881273702,0.8173584270744627,5,188.00245684484833,2,0,0,0,IT,high
0.29548146494062205,0.6170422961664938,5,184.1487299479228,3,0,0,0,hr,low
0.16603625390977753,0.5062401677432405,3,200.43754819372236,2,0,0,0,management,low
0.5266636893816529,0.5746744971786333,6,175.98527442938297,2,0,1,0,accounting,low
0.5269935915655078,0.34573148267965786,4,199.14920489488185,1,0,0,0,management,low
0.35510471211126726,0.06795803121541297,7,173.15092528640096,5,0,0,0,sales,low
0.44160479097109945,0.38837204844352713,3,232.40330075072808,7,0,1,0,marketing,low
0.35844495808127574,0.3218439429170233,2,160.4536299614732,4,0,0,0,product_mng,low
0.1842014197699223,0.5407374340791132,6,181.33586638284712,3,0,0,0,support,low
0.16571411740914863,0.4785684881449186,7,253.34549269668966,8,0,1,0,marketing,medium
0.2638538621884442,0.6587447785226278,5,181.12313215092766,6,0,0,0,accounting,medium
0.14312968760023637,0.27268898192558727,5,182.57873042414877,7,0,0,0,IT,low
0.30725252558059907,0.30524490488246886,2,192.31214884262664,4,0,0,0,IT,low
0.26976302247544487,0.7559366640676707,5,223.5267858003234,10,1,0,0,management,medium
0.1394633949159873,0.9007983482357624,7,151.84904619655302,2,0,0,0,support,high
0.08807687466362404,0.6619386861572297,6,211.52246270609348,9,0,1,0,hr,high
0.25327579784460835,0.3159011775763823,6,153.71840085710753,6,0,1,0,accounting,low
0.14778064234613006,0.39384783621242225,2,248.98750882091747,4,0,0,0,RandD,low
0.12099282729587205,0.4339775180942274,6,185.0548603997143,2,1,1,0,IT,low
0.2930239809806036,0.6198445044513748,2,113.57382090131483,7,0,0,0,IT,low
0.18772385313597723,0.41389549888277005,4,247.79146904442192,4,0,1,0,product_mng,medium
0.3660635801948502,0.4541135764346608,6,229.72502911292884,8,0,1,0,product_mng,low
0.08518085831271716,0.26775239546851093,5,177.7272555849018,1,0,0,0,hr,low
0.28173175982849,0.04694281662681899,2,166.36103850799225,7,0,1,0,sales,low
0.15497884694516254,0.38246347039538486,5,166.1150261104205,6,0,0,0,product_mng,medium
0.11121732082751554,0.4242193672058589,6,169.85444133674451,6,1,1,0,management,low
0.15849028555435066,0.6480978382209187,2,213.63505426119457,2,0,0,0,product_mng,medium
0.12688794281079924,0.38422523661302554,7,222.64149456320868,7,0,1,0,management,low
0.15876345600450834,0.42171417114928794,5,130.9008395742514,8,0,0,0,sales,high
0.5925353433343444,0.36895659988734525,3,191.79029202282064,2,0,0,1,accounting,low
0.09796197838313721,0.5803375702763366,4,207.11056797966097,8,0,1,0,support,medium
0.26482037324322333,0.2621703110202154,5,163.11952437919842,5,0,0,0,support,high
0.3928215582344054,0.11896564187328593,3,225.70238875777537,5,0,0,0,hr,high
0.359855752682553,0.45135691804715483,4,135.9032070407263,5,0,0,0,accounting,medium
0.06999740056436879,0.578499089551928,4,180.8552161436416,5,0,1,0,IT,medium
0.23426458431098834,0.45598430970931564,6,223.45559163929389,1,0,1,0,accounting,medium
0.07576719656286177,0.29000609727063803,5,193.2308975356816,9,0,0,0,sales,medium
0.7243285750344121,0.15836017201472247,5,167.88932383220254,4,0,0,0,technical,low
0.3926502045805091,0.8052953157008956,5,209.93266201788887,5,0,0,0,hr,medium
0.19131985957167583,0.8770648515572341,6,163.5105513448543,1,0,0,0,RandD,medium
0.25779878915674487,0.43183859414210124,7,226.07257294101154,7,0,1,0,accounting,high
0.06616833720726233,0.07741482009079768,6,160.7674458854469,8,1,0,0,technical,low
0.5128632401636106,0.5291976781202572,6,234.6262360135143,2,0,1,0,sales,low
0.18566529479477623,0.32883658974261143,5,229.46119788525147,10,0,0,0,RandD,medium
0.2071341039707538,0.16182329387088507,4,262.20890190150703,10,0,1,0,RandD,low
0.09297172640281447,0.655486240017576,4,183.6498533568953,9,0,0,0,hr,low
0.5855437311116105,0.8730991443944855,6,206.49956864276984,8,0,0,0,product_mng,low
0.37693808051967975,0.5981879697232426,5,161.1738633419596,4,0,0,0,support,low
0.39494758367953187,0.5856902326546521,6,242.48881651537081,9,0,0,0,RandD,low
0.19672231005065913,0.4377723743312815,7,193.3487925854635,3,0,1,0,technical,low
0.234870159605112,0.26616722782419316,4,242.98068314996033,4,0,1,0,marketing,low
0.36128684550439644,0.6997896188408432,7,232.66247580336545,6,0,1,0,RandD,low
0.4182687147307283,0.3598400152220586,2,194.336907676313,5,0,0,0,management,low
0.16175895479271526,0.8661844113546762,5,199.8720617463275,10,1,0,0,management,medium
0.3758476415272167,0.1023240186025076,6,197.29229779162858,10,1,1,0,accounting,low
0.3118815915468551,0.3421079939539351,2,199.1434482831162,5,1,1,0,technical,high
0.2882231467260357,0.6557433758900052,7,199.98158405292037,4,0,0,0,IT,high
0.6125103295581298,0.6486328296063667,2,167.49852211884576,1,0,0,0,product_mng,low
0.0852995661826041,0.1449584368133993,6,205.37581109292924,1,0,0,0,RandD,low
0.12647153758136553,0.0817403581761076,3,210.75733417945426,3,0,0,0,IT,medium
0.2859126900660227,0.8190730761801638,5,154.18401640705497,2,0,0,0,RandD,medium
0.22723254533552184,0.2736713540256249,7,245.20210504187867,3,0,0,0,marketing,medium
0.5494748960160942,0.32457331447182086,4,134.7945015917817,1,0,0,1,hr,medium
0.43915053679041255,0.3258520210785853,2,210.93759702546922,7,0,0,0,sales,medium
0.2463963824257993,0.5446687793811423,3,181.02914388918353,3,0,0,0,management,medium
0.2989293334665704,0.8152951376386393,7,168.51559141017233,9,0,0,1,product_mng,low
0.22369983907143356,0.5918085439124731,5,189.59399210797312,3,0,0,0,support,medium
0.1289029180659934,0.6358301551696681,7,178.50066615960498,3,0,0,0,support,low
0.19196747416541515,0.2755877276024522,5,231.8252069766859,6,0,0,0,product_mng,medium
0.30581925149027994,0.34056748266806175,3,138.79288002004964,5,0,0,1,accounting,high
